language,phrase,normalized_phrase,weight,source_page
gujarati,મફત આઇફોન,મફત આઇફોન,1.0,6
gujarati,મફત ઓફર,મફત ઓફર,1.0,6
gujarati,મફત કૉલ,મફત કૉલ,1.0,6
gujarati,મફત કૉલ કરો,મફત કૉલ કરો,1.25,2
gujarati,મફત પૈસા,મફત પૈસા,1.0,6
gujarati,મફત બોનસ,મફત બોનસ,1.0,6
gujarati,મફત રોકડ,મફત રોકડ,1.0,6
gujarati,મફત રોકાણ,મફત રોકાણ,1.0,6
gujarati,મફત લેપટોપ,મફત લેપટોપ,1.0,6
gujarati,મહાન,મહાન,1.0,6
gujarati,મહાન ઓફર,મહાન ઓફર,1.0,6
gujarati,મહાન સોદો,મહાન સોદો,1.0,6
gujarati,મહારાજ,મહારાજ,1.0,9
gujarati,મારૌ િવશવાસ કરૌ,મારૌ િવશવાસ કરૌ,1.25,2
gujarati,માિસક કમાઓ,માિસક કમાઓ,1.0,5
gujarati,મોબાઇલ નબં ર,મોબાઇલ નબં ર,1.25,9
gujarati,યોજના,યોજના,1.0,13
gujarati,રકમ,રકમ,1.0,1
gujarati,રસ,રસ,1.0,8
gujarati,રાશી,રાશી,1.0,12
gujarati,રાિશ,રાિશ,1.0,12
gujarati,રોકડ,રોકડ,1.0,3
gujarati,રોકડ કમાઓ,રોકડ કમાઓ,1.0,4
gujarati,રોકડ બહાર,રોકડ બહાર,1.0,3
gujarati,રોકડ બોનસ,રોકડ બોનસ,1.0,3
gujarati,રોકડ રકમ,રોકડ રકમ,1.0,3
gujarati,રોકડ રોકડ,રોકડ રોકડ,1.0,3
gujarati,રોકડને આધીન,રોકડને આધીન,1.0,14
gujarati,રોકાણ,રોકાણ,1.0,8
gujarati,રોકાણ સલાહ,રોકાણ સલાહ,1.0,8
gujarati,રોકાણકાર,રોકાણકાર,1.0,8
gujarati,રોકાણકારો,રોકાણકારો,1.0,8
gujarati,લાખો,લાખો,1.0,9
gujarati,લાખો જોડાઓ,લાખો જોડાઓ,1.0,8
gujarati,લાખો લોકો જોડાઓ,લાખો લોકો જોડાઓ,1.25,8
gujarati,લાબં ા સમય ના સબં,લાબં ા સમય ના સબં,1.25,8
gujarati,લોન,લોન,1.0,8
gujarati,વધારાના પૈસા,વધારાના પૈસા,1.0,1
gujarati,વધારાની આવક,વધારાની આવક,1.0,1
gujarati,વધારાની આવક મે,વધારાની આવક મે,1.25,4
gujarati,વધારાની રોકડ,વધારાની રોકડ,1.0,5
gujarati,વધારાની રોકડ ઓ,વધારાની રોકડ ઓ,1.25,11
gujarati,વધારાની રોકડ કમ,વધારાની રોકડ કમ,1.25,4
gujarati,વરાળ,વરાળ,1.0,14
gujarati,વશીકરણ,વશીકરણ,1.0,15
gujarati,વાઉચર,વાઉચર,1.0,15
gujarati,વીઆઇપી,વીઆઇપી,1.0,15
gujarati,વેચાણ,વેચાણ,1.0,13
gujarati,વેચાણ નથી,વેચાણ નથી,1.0,10
gujarati,વેચાણ પરની સામ,વેચાણ પરની સામ,1.25,14
gujarati,વેચાણ વધારો,વેચાણ વધારો,1.0,7
gujarati,વેપાર,વેપાર,1.0,15
gujarati,વૉલેટ,વૉલેટ,1.0,15
gujarati,શરતો,શરતો,1.0,14
gujarati,સকৰરળক શરતો,સকৰરળক શરતો,1.0,5
gujarati,સকરળ આવક,સকરળ આવક,1.0,5
gujarati,સતં રામપાલ,સતં રામપાલ,1.0,13
gujarati,સતંોષ,સતંોષ,1.0,13
gujarati,સપના આવે છે,સપના આવે છે,1.25,4
gujarati,સફળતા,સફળતા,1.0,14
gujarati,સબં િંધત,સબં િંધત,1.0,12
gujarati,સભં િવત કમાણી,સભં િવત કમાણી,1.25,12
gujarati,સર તન સે,સર તન સે,1.25,13
gujarati,સાઇન અપ કરો,સાઇન અપ કરો,1.25,14
gujarati,સાઇન ઇન કરો,સાઇન ઇન કરો,1.25,14
gujarati,સાઇનઅપ,સાઇનઅપ,1.0,14
gujarati,સાચવો,સાચવો,1.0,13
gujarati,સારવાર,સારવાર,1.0,15
gujarati,સેવા,સેવા,1.0,13
gujarati,સો ટકા,સો ટકા,1.0,11
gujarati,સો ટકા મફત,સો ટકા મફત,1.25,11
gujarati,સોદો,સોદો,1.0,2
gujarati,સોદો તોડનાર,સોદો તોડનાર,1.0,4
gujarati,સૌથી નીચા દરો,સૌથી નીચા દરો,1.25,9
gujarati,સૌથી નીચો ભાવ,સૌથી નીચો ભાવ,1.25,9
gujarati,સૌથી નીચો વીમા દ,સૌથી નીચો વીમા દ,1.25,9
gujarati,હમણા ંકૉલ કરો,હમણા ંકૉલ કરો,1.25,2
gujarati,હમણા ંકૉલ કરો!,હમણા ંકૉલ કરો!,1.25,2
gujarati,હમણા ંલઇ લો,હમણા ંલઇ લો,1.25,6
gujarati,હવે પગલા ંલો,હવે પગલા ંલો,1.25,14
gujarati,હવે િવનતંી કરો,હવે િવનતંી કરો,1.25,13
gujarati,હાલમાં,હાલમાં,1.0,12
gujarati,હોમ લોન,હોમ લોન,1.0,7
gujarati,હોમલોન,હોમલોન,1.0,7
gujarati,િનયમો અને શરત,િનયમો અને શરત,1.25,14
gujarati,િવગતો,િવગતો,1.0,4
gujarati,િવઝા,િવઝા,1.0,15
gujarati,િવષય,િવષય,1.0,14
gujarati,€ સાચવો,€ સાચવો,1.0,13
hindi,$ कमाएँ,$ कमाएँ,1.0,5
hindi,$ बचाओ,$ बचाओ,1.0,13
hindi,$ बनाओ,$ बनाओ,1.0,9
hindi,0 नीचे,0 नीचे,1.0,1
hindi,0.99,0.99,1.0,1
hindi,0.999,0.999,1.0,1
hindi,100%,100%,1.0,1
hindi,100% छूट,100% छूट,1.0,1
hindi,100% पैसा वापस,100% पैसा वापस,1.25,1
hindi,android,android,1.0,14
hindi,b1tc0in,b1tc0in,1.0,2
hindi,binance,binance,1.0,3
hindi,bitc0in,bitc0in,1.0,3
hindi,Bitcoin,bitcoin,1.5,3
hindi,bitcon,bitcon,1.0,3
hindi,cashcash,cashcash,1.0,3
hindi,Cialis,cialis,1.0,4
hindi,cryptocurrency,cryptocurrency,1.5,4
hindi,eth3rio,eth3rio,1.0,5
hindi,Ethereum,ethereum,1.0,5
hindi,Flipkart,flipkart,1.0,6
hindi,loveproblemsolutionspecialist,loveproblemsolutionspecialist,1.0,9
hindi,Paypal,paypal,1.0,12
hindi,Paytm,paytm,1.0,12
hindi,vashikaran,vashikaran,1.0,15
hindi,vicodin,vicodin,1.5,15
hindi,WHATSAPP,whatsapp,1.5,16
hindi,Xanax,xanax,1.5,16
hindi,xxx,xxx,1.0,16
hindi,अंक,अंक,1.0,13
hindi,अनुदान संचय,अनुदान संचय,1.0,7
hindi,अनुरोध,अनुरोध,1.0,13
hindi,अनुसरण करना,अनुसरण करना,1.0,6
hindi,अपनी संभावना बढ़ाएँ,अपनी संभावना बढ़ाएँ,1.25,8
hindi,अपने को दगुुना करो,अपने को दगुुना करो,1.25,5
hindi,अभी कदम उठाएं,अभी कदम उठाएं,1.25,2
hindi,अभी कदम उठाएं!,अभी कदम उठाएं!,1.25,2
hindi,अभी कदम उठाएं! संकोच मत करो!,अभी कदम उठाएं! संकोच मत करो!,1.25,2
hindi,अमीर,अमीर,1.0,13
hindi,अमीर हो,अमीर हो,1.0,7
hindi,अमेज़न,अमेज़न,1.0,2
hindi,अरब,अरब,1.0,3
hindi,अरब डॉलर,अरब डॉलर,1.0,3
hindi,अवसर,अवसर,1.0,11
hindi,आजीवन पहुंच,आजीवन पहुंच,1.0,9
hindi,आदेश,आदेश,1.0,11
hindi,आप के पास,आप के पास,1.25,10
hindi,आपको चुना गया है,आपको चुना गया है,1.25,16
hindi,आपको चुना गया है!,आपको चुना गया है!,1.25,16
hindi,आय,आय,1.0,5
hindi,आशारामजी,आशारामजी,1.0,2
hindi,आसान आय,आसान आय,1.0,5
hindi,इंटरनेट बाजार,इंटरनेट बाजार,1.0,8
hindi,इंतजार मत करो,इंतजार मत करो,1.25,5
hindi,इनकम,इनकम,1.0,1
hindi,इनवॉइस,इनवॉइस,1.0,8
hindi,इनाम,इनाम,1.0,1
hindi,इमोजी,इमोजी,1.0,5
hindi,इस ईमेल को खोलो!,इस ईमेल को खोलो!,1.25,11
hindi,इस समय,इस समय,1.0,12
hindi,इस सूची से हटाया जाना है,इस सूची से हटाया जाना है,1.25,15
hindi,इसे आज करो,इसे आज करो,1.25,5
hindi,इसे दरू हो जाओ,इसे दरू हो जाओ,1.25,7
hindi,इसे दे रहा है,इसे दे रहा है,1.25,7
hindi,ईमेल फसल,ईमेल फसल,1.0,5
hindi,उधर,उधर,1.0,15
hindi,उधार,उधार,1.0,1
hindi,उलटना,उलटना,1.0,13
hindi,ऋण,ऋण,1.0,9
hindi,ऋृण,ऋृण,1.0,5
hindi,एक बार मेल करना,एक बार मेल करना,1.25,11
hindi,एकदम नया,एकदम नया,1.0,2
hindi,एफएनबी,एफएनबी,1.0,6
hindi,एमएलएम,एमएलएम,1.0,10
hindi,एसईओ,एसईओ,1.0,14
hindi,एसईओ उपकरण,एसईओ उपकरण,1.0,14
hindi,ऑटो ईमेल हटाने,ऑटो ईमेल हटाने,1.25,2
hindi,ऑनलाइन,ऑनलाइन,1.0,11
hindi,ऑनलाइन आय,ऑनलाइन आय,1.0,11
hindi,ऑनलाइन आवेदन,ऑनलाइन आवेदन,1.0,2
hindi,ऑनलाइन पैसे बनाएं,ऑनलाइन पैसे बनाएं,1.25,9
hindi,ऑफर,ऑफर,1.0,11
hindi,और पैसे बनाएं,और पैसे बनाएं,1.25,9
hindi,कबीर,कबीर,1.0,8
hindi,कम दर,कम दर,1.0,9
hindi,कमाई,कमाई,1.0,5
hindi,कमाओ,कमाओ,1.0,8
hindi,कमाना,कमाना,1.0,5
hindi,कामना,कामना,1.0,8
hindi,कामने,कामने,1.0,8
hindi,कुछ बॉब,कुछ बॉब,1.0,1
hindi,कुटुंब,कुटुंब,1.0,8
hindi,कुटुंब ऐप,कुटुंब ऐप,1.0,8
hindi,कूड़ा,कूड़ा,1.0,8
hindi,कूपन,कूपन,1.0,1
hindi,कृपया,कृपया,1.0,12
hindi,केवल $,केवल $,1.0,11
hindi,केवल गंभीर,केवल गंभीर,1.0,14
hindi,कैशलेस,कैशलेस,1.0,3
hindi,कैसीनो,कैसीनो,1.0,3
hindi,कॉपी डीवीडी,कॉपी डीवीडी,1.0,4
hindi,को जमा करना,को जमा करना,1.25,13
hindi,को बढ़ावा,को बढ़ावा,1.0,12
hindi,कोड,कोड,1.0,4
hindi,खजाना,खजाना,1.0,8
hindi,खाता,खाता,1.0,8
hindi,खाते,खाते,1.0,8
hindi,खास पेशकश,खास पेशकश,1.0,14
hindi,खोज इंजन,खोज इंजन,1.0,14
hindi,खोज इंजन अनुकूलन,खोज इंजन अनुकूलन,1.25,14
hindi,गंभीर,गंभीर,1.0,14
hindi,गंभीर मामला,गंभीर मामला,1.0,14
hindi,गहृ ऋण,गहृ ऋण,1.0,7
hindi,गांठदार,गांठदार,1.0,8
hindi,गोपनीयता,गोपनीयता,1.0,4
hindi,घर का रोजगार,घर का रोजगार,1.25,7
hindi,घर पर पैसा,घर पर पैसा,1.25,10
hindi,घर बैठे आमदनी,घर बैठे आमदनी,1.25,8
hindi,घर से कमाओ,घर से कमाओ,1.25,5
hindi,घर से काम,घर से काम,1.25,16
hindi,चुकाया गया,चुकाया गया,1.0,12
hindi,चैनल,चैनल,1.0,1
hindi,छूट,छूट,1.0,5
hindi,जब आप सो रहे थे,जब आप सो रहे थे,1.25,16
hindi,जमा,जमा,1.0,5
hindi,जमा पूंजी,जमा पूंजी,1.0,13
hindi,जाँच करना,जाँच करना,1.0,4
hindi,जीत गया,जीत गया,1.0,16
hindi,जीतना,जीतना,1.0,16
hindi,जीवन भर का सौदा,जीवन भर का सौदा,1.25,9
hindi,जीवनभर,जीवनभर,1.0,9
hindi,जीवनसाथी का नुकसान सहना,जीवनसाथी का नुकसान सहना,1.25,14
hindi,जुआ,जुआ,1.0,7
hindi,जैकपॉट,जैकपॉट,1.0,1
hindi,जॉब,जॉब,1.0,1
hindi,जोड़ना,जोड़ना,1.0,8
hindi,टके सेर,टके सेर,1.0,15
hindi,टाइमशैयर,टाइमशैयर,1.0,15
hindi,टाइमशैयर ऑफर,टाइमशैयर ऑफर,1.0,15
hindi,डाउनलोड करना,डाउनलोड करना,1.0,5
hindi,डॉलर,डॉलर,1.0,5
hindi,डोनेट,डोनेट,1.0,1
hindi,तज़े,तज़े,1.0,6
hindi,तज़े पैसा,तज़े पैसा,1.0,6
hindi,तजे ी से वजन कम करता है,तजे ी से वजन कम करता है,1.25,9
hindi,तजे ी से वजन कम करना,तजे ी से वजन कम करना,1.25,9
hindi,तट से दरू,तट से दरू,1.25,11
hindi,तार,तार,1.0,15
hindi,तुरंत,तुरंत,1.0,8
hindi,तुलना करना,तुलना करना,1.0,4
hindi,थोक,थोक,1.0,3
hindi,थोक ईमेल,थोक ईमेल,1.0,3
hindi,दकु ानदार,दकु ानदार,1.0,14
hindi,दर,दर,1.0,13
hindi,दवा,दवा,1.0,10
hindi,दस लाख,दस लाख,1.0,10
hindi,दान,दान,1.0,1
hindi,दान देना,दान देना,1.0,5
hindi,दावा,दावा,1.0,4
hindi,देना,देना,1.0,7
hindi,धन,धन,1.0,1
hindi,धनवापसी,धनवापसी,1.0,13
hindi,धारा 301,धारा 301,1.0,14
hindi,नंगा,नंगा,1.0,11
hindi,नंबर 1,नंबर 1,1.0,11
hindi,नंबर एक,नंबर एक,1.0,11
hindi,नंबर करो,नंबर करो,1.0,11
hindi,नकद,नकद,1.0,3
hindi,नकद के अधीन,नकद के अधीन,1.25,14
hindi,नकद बोनस,नकद बोनस,1.0,3
hindi,नपुंसकता,नपुंसकता,1.0,8
hindi,नमूना,नमूना,1.0,13
hindi,पर देखा गया,पर देखा गया,1.25,14
hindi,पाना,पाना,1.0,13
hindi,पुरोबंध,पुरोबंध,1.0,6
hindi,पैसा,पैसा,1.0,1
hindi,पैसा तजे ी से,पैसा तजे ी से,1.25,10
hindi,पैसा बनाएं,पैसा बनाएं,1.0,9
hindi,पैसा 💰,पैसा 💰,1.0,10
hindi,पैसे,पैसे,1.0,1
hindi,पैसे कमाएं,पैसे कमाएं,1.0,5
hindi,पैसे कमाना,पैसे कमाना,1.0,5
hindi,पैसे बचाएं,पैसे बचाएं,1.0,13
hindi,पैसे बनाना,पैसे बनाना,1.0,10
hindi,पैसे वापस,पैसे वापस,1.0,10
hindi,फंड,फंड,1.0,1
hindi,फ़ोन,फ़ोन,1.0,12
hindi,फ़ोन नंबर,फ़ोन नंबर,1.0,12
hindi,फायदा,फायदा,1.0,1
hindi,फूहड़,फूहड़,1.0,14
hindi,फॉलो,फॉलो,1.0,1
hindi,फॉलो बैक,फॉलो बैक,1.0,1
hindi,बंद करवाना,बंद करवाना,1.0,4
hindi,बचाओ €,बचाओ €,1.0,13
hindi,बचाना,बचाना,1.0,13
hindi,बटुआ,बटुआ,1.0,16
hindi,बड़ा पैसा बचाओ,बड़ा पैसा बचाओ,1.25,13
hindi,बड़ा सौदा,बड़ा सौदा,1.0,7
hindi,बड़ी जीत,बड़ी जीत,1.0,16
hindi,बहुत देर हो गई,बहुत देर हो गई,1.25,15
hindi,बीमा,बीमा,1.0,1
hindi,बीमा वजन कम,बीमा वजन कम,1.25,8
hindi,बोनस जमा,बोनस जमा,1.0,3
hindi,भाप से भरा,भाप से भरा,1.25,14
hindi,भुगतान,भुगतान,1.0,12
hindi,भुगतान ऐप,भुगतान ऐप,1.0,12
hindi,मत हटाओ,मत हटाओ,1.0,5
hindi,मदद,मदद,1.0,1
hindi,महाराज,महाराज,1.0,9
hindi,मास ईमेल,मास ईमेल,1.0,10
hindi,मुझ ेईमेल करना बंद करो,मुझ ेईमेल करना बंद करो,1.25,14
hindi,मुझ ेकॉल करो,मुझ ेकॉल करो,1.25,3
hindi,मुझ ेफ़ोन करना बंद करो,मुझ ेफ़ोन करना बंद करो,1.25,14
hindi,मुनाफ़ा,मुनाफ़ा,1.0,1
hindi,मुनाफे,मुनाफे,1.0,12
hindi,मेरे पीछे आओ,मेरे पीछे आओ,1.25,6
hindi,मोबाइल नंबर,मोबाइल नंबर,1.0,10
hindi,मोलभाव करना,मोलभाव करना,1.0,2
hindi,यातायात बढ़ाएँ,यातायात बढ़ाएँ,1.0,8
hindi,यू एस डॉलर,यू एस डॉलर,1.25,15
hindi,यूरो,यूरो,1.0,5
hindi,योजना,योजना,1.0,13
hindi,रेकू,रेकू,1.0,13
hindi,रेफ़रल,रेफ़रल,1.0,13
hindi,लागत,लागत,1.0,4
hindi,लाभ,लाभ,1.0,12
hindi,लाभ कमाना,लाभ कमाना,1.0,9
hindi,लोन,लोन,1.0,1
hindi,वजन कम करना,वजन कम करना,1.25,9
hindi,वजन घटना,वजन घटना,1.0,16
hindi,वन टाइम,वन टाइम,1.0,11
hindi,वा.मी,वा.मी,1.0,15
hindi,वाउचर,वाउचर,1.0,1
hindi,वादा,वादा,1.0,12
hindi,वादा करता हूं,वादा करता हूं,1.25,12
hindi,वीआईपी,वीआईपी,1.0,15
hindi,वीज़ा,वीज़ा,1.0,15
hindi,वेब यातायात,वेब यातायात,1.0,16
hindi,वेबसाइट आगंतुक,वेबसाइट आगंतुक,1.0,16
hindi,वॉच,वॉच,1.0,1
hindi,वॉलेट,वॉलेट,1.0,1
hindi,शयेर,शयेर,1.0,1
hindi,शानदार पेशकश,शानदार पेशकश,1.0,6
hindi,शानदार सौदा,शानदार सौदा,1.0,6
hindi,संकट,संकट,1.0,12
hindi,संकोच मत करो,संकोच मत करो,1.25,5
hindi,संकोच मत करो!,संकोच मत करो!,1.25,5
hindi,संत रामपाल,संत रामपाल,1.0,13
hindi,संदेश,संदेश,1.0,10
hindi,सब कुछ बंद,सब कुछ बंद,1.25,11
hindi,सबसे कम दर,सबसे कम दर,1.25,9
hindi,सबसे कम दाम,सबसे कम दाम,1.25,9
hindi,सबसे कम बीमा दर,सबसे कम बीमा दर,1.25,9
hindi,सर तन से,सर तन से,1.25,13
hindi,से कमाओ,से कमाओ,1.0,5
hindi,सेवा,सेवा,1.0,14
hindi,सोते सोते चूकना,सोते सोते चूकना,1.25,14
hindi,सोना,सोना,1.0,7
hindi,सौदा,सौदा,1.0,4
hindi,सौदा तोड़ने वाला,सौदा तोड़ने वाला,1.25,4
hindi,हर कोई इसे कर सकता है,हर कोई इसे कर सकता है,1.25,5
kannada,0.99,0.99,1.0,1
kannada,0.999,0.999,1.0,1
kannada,100%,100%,1.0,1
kannada,1nvest0r,1nvest0r,1.0,1
kannada,atm,atm,1.0,1
kannada,b1tc0in,b1tc0in,1.0,1
kannada,bitc0in,bitc0in,1.0,2
kannada,btc,btc,1.0,2
kannada,covid,covid,1.0,4
kannada,flipkart,flipkart,1.0,5
kannada,fnb,fnb,1.0,5
kannada,paytm,paytm,1.0,11
kannada,rekoo,rekoo,1.0,12
kannada,t.me,t.me,1.0,14
kannada,whatsapp,whatsapp,1.5,15
kannada,xxx,xxx,1.0,16
kannada,ಅಂಕ,ಅಂಕ,1.0,13
kannada,ಕುಟುಂಬ,ಕುಟುಂಬ,1.0,8
kannada,ದರ,ದರ,1.0,12
kannada,ಧನ,ಧನ,1.0,4
kannada,ನಗದು,ನಗದು,1.0,3
kannada,ನಗದು ನಗದು,ನಗದು ನಗದು,1.0,3
kannada,ಬಹು ದೂರ,ಬಹು ದೂರ,1.0,8
kannada,ರೂ,ರೂ,1.0,13
kannada,ರೂ.,ರೂ.,1.0,13
kannada,ರೂಪ,ರೂಪ,1.0,6
kannada,ಹಣ,ಹಣ,1.0,9
kannada,ಹಣ 💰,ಹಣ 💰,1.0,9
marathi,$ कमवा,$ कमवा,1.0,4
marathi,$ करा,$ करा,1.0,9
marathi,$ वाचवा,$ वाचवा,1.0,13
marathi,% समाधानी,% समाधानी,1.0,1
marathi,0% धोका,0% धोका,1.0,1
marathi,0.99,0.99,1.0,1
marathi,0.999,0.999,1.0,1
marathi,1 गुंतवणूकदार,1 गुंतवणूकदार,1.0,1
marathi,100%,100%,1.0,1
marathi,100% पैसे परत,100% पैसे परत,1.25,1
marathi,100% मोफत,100% मोफत,1.0,1
marathi,100% समाधान,100% समाधान,1.0,1
marathi,100% सूट,100% सूट,1.0,1
marathi,1nvest0r,1nvest0r,1.0,1
marathi,50% सूट,50% सूट,1.0,1
marathi,absa बँक,absa बँक,1.0,1
marathi,amazon,amazon,1.0,1
marathi,b1tc0in,b1tc0in,1.0,1
marathi,binance,binance,1.0,2
marathi,bitc0in,bitc0in,1.0,2
marathi,cialis,cialis,1.0,3
marathi,eth3rium,eth3rium,1.0,5
marathi,fnb,fnb,1.0,5
marathi,kamao,kamao,1.0,8
marathi,paypal,paypal,1.0,11
marathi,paytm,paytm,1.0,11
marathi,rekoo,rekoo,1.0,12
marathi,seo,seo,1.0,13
marathi,seo साधने,seo साधने,1.0,13
marathi,tன.me,tன.me,1.0,14
marathi,vicodin,vicodin,1.5,15
marathi,vip,vip,1.0,15
marathi,whatsapp,whatsapp,1.5,15
marathi,अचूक कॉपी करा,अचूक कॉपी करा,1.25,3
marathi,अधीन,अधीन,1.0,14
marathi,अनुसरण करा,अनुसरण करा,1.0,5
marathi,अिजबात संकोच क,अिजबात संकोच क,1.25,4
marathi,अ◌ॅप,अ◌ॅप,1.0,1
marathi,आजच करा,आजच करा,1.0,4
marathi,आता करा,आता करा,1.0,4
marathi,आता कॉल करा,आता कॉल करा,1.25,2
marathi,आता कॉल करा!,आता कॉल करा!,1.25,2
marathi,आता जतन करा,आता जतन करा,1.25,13
marathi,आता त ेघे,आता त ेघे,1.25,6
marathi,आता दावा करा,आता दावा करा,1.25,3
marathi,इंटरनेट बाजार,इंटरनेट बाजार,1.0,8
marathi,उपचार,उपचार,1.0,4
marathi,उलट,उलट,1.0,12
marathi,उलटते,उलटते,1.0,12
marathi,एकावेळी,एकावेळी,1.0,11
marathi,एमएलएम,एमएलएम,1.0,9
marathi,ऑनलाइन तुलना क,ऑनलाइन तुलना क,1.25,3
marathi,ऑनलाइन पदवी,ऑनलाइन पदवी,1.0,11
marathi,ऑनलाइन पैसे कम,ऑनलाइन पैसे कम,1.25,9
marathi,ऑफर,ऑफर,1.0,10
marathi,कडून संदेश,कडून संदेश,1.0,9
marathi,कमवा,कमवा,1.0,4
marathi,कमाई,कमाई,1.0,5
marathi,करार,करार,1.0,4
marathi,काढणे,काढणे,1.0,12
marathi,काढून टाकते,काढून टाकते,1.0,12
marathi,कामना,कामना,1.0,8
marathi,कायदेशीर सूचना,कायदेशीर सूचना,1.0,8
marathi,कारवाई,कारवाई,1.0,14
marathi,कुटुंब अ◌ॅप,कुटुंब अ◌ॅप,1.0,8
marathi,कुटूंब,कुटूंब,1.0,8
marathi,कूपन देते,कूपन देते,1.0,10
marathi,कृपया,कृपया,1.0,11
marathi,कृपया उघडा,कृपया उघडा,1.0,11
marathi,कृपया वाचा,कृपया वाचा,1.0,11
marathi,खाटा,खाटा,1.0,8
marathi,खाटे,खाटे,1.0,8
marathi,खाती,खाती,1.0,1
marathi,खूप,खूप,1.0,6
marathi,खूप उशीर,खूप उशीर,1.0,14
marathi,गंभीर,गंभीर,1.0,13
marathi,गंभीर ऑफर,गंभीर ऑफर,1.0,13
marathi,गहाण,गहाण,1.0,10
marathi,गहाण दर,गहाण दर,1.0,10
marathi,गुंतवणूक,गुंतवणूक,1.0,8
marathi,गुंतवणूक अ◌ॅप,गुंतवणूक अ◌ॅप,1.0,8
marathi,गुंतवणूक0r,गुंतवणूक0r,1.0,8
marathi,गोपनीय,गोपनीय,1.0,3
marathi,घर गहाण,घर गहाण,1.0,7
marathi,घरगुती,घरगुती,1.0,7
marathi,घोरणे,घोरणे,1.0,13
marathi,चलन,चलन,1.0,4
marathi,चाचणी,चाचणी,1.0,14
marathi,चॅनल,चॅनल,1.0,3
marathi,चेक जमा केला,चेक जमा केला,1.25,3
marathi,जंक,जंक,1.0,8
marathi,जगभर,जगभर,1.0,13
marathi,जतन करा,जतन करा,1.0,13
marathi,जलद,जलद,1.0,5
marathi,जलद कमवा,जलद कमवा,1.0,4
marathi,जलद पैसा,जलद पैसा,1.0,5
marathi,जलद वजन कमी क,जलद वजन कमी क,1.25,8
marathi,जुगार,जुगार,1.0,6
marathi,झटपट कमाई,झटपट कमाई,1.0,7
marathi,टाइमशअे र,टाइमशअे र,1.0,14
marathi,ठेव,ठेव,1.0,4
marathi,तपासा,तपासा,1.0,3
marathi,तातडीचे,तातडीचे,1.0,15
marathi,तुमचा गहाण दर क,तुमचा गहाण दर क,1.25,9
marathi,तुला काय ठेवत आह,तुला काय ठेवत आह,1.25,15
marathi,तुला नाकारले आहे,तुला नाकारले आहे,1.25,7
marathi,तुला वचन देतो,तुला वचन देतो,1.25,12
marathi,तू कशाची वाट बघत,तू कशाची वाट बघत,1.25,15
marathi,थेट ईमेल,थेट ईमेल,1.0,4
marathi,दकु ानदार,दकु ानदार,1.0,13
marathi,दर,दर,1.0,12
marathi,दरमहा कमवा,दरमहा कमवा,1.0,5
marathi,दरांची तुलना करा,दरांची तुलना करा,1.25,3
marathi,दावा,दावा,1.0,3
marathi,देणे,देणे,1.0,6
marathi,दोनदा वाचा,दोनदा वाचा,1.0,12
marathi,धन,धन,1.0,4
marathi,नपुंसकता,नपुंसकता,1.0,7
marathi,नमुना,नमुना,1.0,13
marathi,परवडणारा सौदा,परवडणारा सौदा,1.0,1
marathi,पहा,पहा,1.0,12
marathi,पाठपुरावा करा,पाठपुरावा करा,1.0,5
marathi,पालनात पाठवले,पालनात पाठवले,1.0,13
marathi,पेआउट,पेआउट,1.0,11
marathi,पैसे,पैसे,1.0,2
marathi,पैसे कमावणे,पैसे कमावणे,1.0,9
marathi,पैसे काढणे,पैसे काढणे,1.0,3
marathi,पैसे जलद,पैसे जलद,1.0,9
marathi,पैसे परत,पैसे परत,1.0,9
marathi,पैसे वाचवा,पैसे वाचवा,1.0,13
marathi,पैसे 💰,पैसे 💰,1.0,9
marathi,पैसेे कमवणे,पैसेे कमवणे,1.0,9
marathi,फुकट!,फुकट!,1.0,6
marathi,फोन,फोन,1.0,11
marathi,फोन नंबर,फोन नंबर,1.0,11
marathi,बंद,बंद,1.0,1
marathi,बंद करा,बंद करा,1.0,3
marathi,बचत,बचत,1.0,13
marathi,बापू,बापू,1.0,2
marathi,बोनस,बोनस,1.0,2
marathi,बोनस जमा केला,बोनस जमा केला,1.25,2
marathi,मला भेट,मला भेट,1.0,9
marathi,मला मदत करा,मला मदत करा,1.25,7
marathi,मला सावध कर,मला सावध कर,1.25,1
marathi,महान,महान,1.0,6
marathi,मोठे करणे,मोठे करणे,1.0,5
marathi,मोठे पैसे,मोठे पैसे,1.0,2
marathi,मोठे पैसे वाचवा,मोठे पैसे वाचवा,1.25,13
marathi,मोफत अनुदान पैसे,मोफत अनुदान पैसे,1.25,6
marathi,मोफत आयफोन,मोफत आयफोन,1.0,6
marathi,मोफत ईबुक डाउनल,मोफत ईबुक डाउनल,1.25,6
marathi,मोफत गुंतवणूक,मोफत गुंतवणूक,1.0,6
marathi,मोफत देते,मोफत देते,1.0,10
marathi,मोफत पैसे,मोफत पैसे,1.0,6
marathi,मोफत बोनस,मोफत बोनस,1.0,6
marathi,मोफत भेट,मोफत भेट,1.0,6
marathi,मोफत लॅपटॉप,मोफत लॅपटॉप,1.0,6
marathi,मोफत सेल फोन,मोफत सेल फोन,1.25,6
marathi,मोबाईल नंबर,मोबाईल नंबर,1.0,9
marathi,यश,यश,1.0,14
marathi,योजना,योजना,1.0,13
marathi,रस कमी होणे,रस कमी होणे,1.25,5
marathi,राशी,राशी,1.0,12
