qid,primary_name,aliases_json,matchable_aliases_json,primary_name_match_allowed,wikidata_class_qids_json,wikidata_class_labels_json,community_status,confirmed_legal_designation,eligible_for_review_routing,eligible_for_automatic_category,automatic_enforcement_allowed,neutral_mention_is_violation,exact_match_only,behavior_context_required,source_url,source_modified_utc,source_revision,retrieved_utc,license,license_url
Q28877411,Jama'at Nasr al-Islam wal Muslimin,"[""Group to Support Islam and Muslims"",""Groupe de soutien à l'islam et aux musulmans"",""GSIM"",""Jama'at Nusrat al-Islam wal Muslimeen"",""Jama'at Nusrat ul-Islam wa al-Muslimin"",""JNIM"",""Nusrat al-Islam"",""Support Group for Islam and Muslims""]","[""Group to Support Islam and Muslims"",""Groupe de soutien à l'islam et aux musulmans"",""Jama'at Nusrat al-Islam wal Muslimeen"",""Jama'at Nusrat ul-Islam wa al-Muslimin"",""Nusrat al-Islam"",""Support Group for Islam and Muslims""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q28877411,2026-07-29T13:50:37Z,2524329559,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q54171186,Jamaah Ansharut Daulah,"[""JAD""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q54171186,2026-02-26T13:22:14Z,2467128035,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6127176,Jamaah Ansharut Tauhid,"[""JAT""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6127176,2025-07-02T06:37:23Z,2371886883,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3160814,Jamaat-ul-Mujahideen Bangladesh,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3160814,2026-05-24T16:18:56Z,2496873453,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6157818,Japan Revolutionary Communist League (Revolutionary Marxist Faction),[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6157818,2025-12-14T19:42:21Z,2442385391,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2972178,"Japan Revolutionary Communist League, National Committee","[""Chūkakuha""]","[""Chūkakuha""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2972178,2026-02-16T16:20:05Z,2463992315,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q11507345,Japanese Communist Party (Revolutionary Left Faction) Kanagawa Standing Committee,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q11507345,2021-09-29T08:35:32Z,1505272085,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q333954,Japanese Red Army,"[""JRA"",""Nippon Sekigun""]","[""Nippon Sekigun""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q333954,2026-08-07T10:45:39Z,2528399165,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q11541447,Japanese revolutionary left,"[""far-left violent groups""]","[""far-left violent groups""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q11541447,2026-01-13T12:26:41Z,2454522069,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q105342103,Jaysh al Khalifatu Islamiya,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q105342103,2025-11-13T14:50:00Z,2429108022,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6176534,Jeish al-Taiifa al-Mansoura,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6176534,2024-10-07T09:18:03Z,2257363946,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q506245,Jemaah Islamiyah,"[""Islamic Congregation"",""JI"",""الجماعة الإسلامية في جنوب شرق آسيا""]","[""Islamic Congregation"",""الجماعة الإسلامية في جنوب شرق آسيا""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q506245,2026-04-04T22:58:36Z,2478383383,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q275445,Jewish Defense League,"[""JDL""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q275445,2026-08-05T16:28:38Z,2527688286,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17006617,Jund al-Aqsa,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17006617,2026-07-16T02:37:08Z,2518009368,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q20387047,Jund al-Islam,"[""JAI""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q20387047,2025-06-05T12:38:06Z,2357200924,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2311297,Jund al-Sham,"[""Jund Ash Sham""]","[""Jund Ash Sham""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2311297,2025-04-30T13:46:08Z,2343410019,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q4115682,Jund Ansar Allah,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q4115682,2024-06-10T16:05:21Z,2175843363,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q11294554,Kahane Chai,"[""Kahane Hai""]","[""Kahane Hai""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q11294554,2025-11-19T14:10:15Z,2431582219,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q105342043,Kateeba al-Kawthar,"[""Ajnad al-sham"",""Junud ar-Rahman al Muhajireen""]","[""Ajnad al-sham"",""Junud ar-Rahman al Muhajireen""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q105342043,2025-11-13T18:40:37Z,2429170516,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q121283187,Katibat al-Tawhid wal-Jihad,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q121283187,2026-01-10T09:41:55Z,2453487372,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q130726182,Keres Legion,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q130726182,2024-10-29T13:32:51Z,2267006804,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q24905856,Khalid ibn al-Walid Army,[],[],True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q24905856,2025-11-14T11:20:10Z,2429452723,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6399798,Khalistan Commando Force,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6399798,2023-05-25T06:41:06Z,1902399098,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q18112628,Khorasan group,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q18112628,2026-04-25T16:45:23Z,2484629290,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6412606,Kingdom of Israel,"[""Tzrifin Underground""]","[""Tzrifin Underground""]",True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6412606,2026-06-22T19:11:17Z,2509328988,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q25352438,Komala Kurdistan's Organization of the Communist Party of Iran,"[""Komala"",""Komala CPI"",""Komalah"",""Komalah (CPI)""]","[""Komala"",""Komala CPI"",""Komalah"",""Komalah (CPI)""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q25352438,2026-06-06T12:00:08Z,2502561171,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q117457351,Komala of Revolutionary Toilers of Iranian Kurdistan,"[""Komala""]","[""Komala""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q117457351,2026-02-16T02:00:12Z,2463831376,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q13198562,Komala of the Toilers of Kurdistan,"[""Komala"",""Komala - Ilkhanizadeh faction""]","[""Komala"",""Komala - Ilkhanizadeh faction""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q13198562,2026-07-13T18:15:33Z,2517136810,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6410325,Komala Party of Iranian Kurdistan,"[""Komala"",""Komala - Mohtadi Faction"",""Komalah"",""KPIK"",""KŞZK""]","[""Komala"",""Komala - Mohtadi Faction"",""Komalah""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6410325,2026-07-13T18:20:04Z,2517137789,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q47131,Ku Klux Klan,"[""Klan"",""The Ku Klux Klan""]","[""The Ku Klux Klan""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q47131,2026-07-12T22:00:41Z,2516791749,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q118434109,Kuki-Chin National Front,"[""Bawm Party"",""Bom Party""]","[""Bawm Party"",""Bom Party""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q118434109,2024-06-10T09:29:47Z,2175636614,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2749860,Kurdistan Democratic Party,"[""HADAK"",""HDK"",""KDP""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2749860,2026-07-13T18:19:24Z,2517137615,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1565220,Kurdistan Freedom Falcons,"[""Kurdistan Freedom Hawks"",""Kurdistan Liberation Hawks"",""TAK"",""Teyrebaz Azadiye Kurdistan""]","[""Kurdistan Freedom Hawks"",""Kurdistan Liberation Hawks"",""Teyrebaz Azadiye Kurdistan""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1565220,2026-06-27T13:24:26Z,2511097102,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q152220,Kurdistan Workers' Party,"[""Partiya Karkeren Kurdistan"",""Partiya Karkerên Kurdistan"",""Partiya Karkerên Kurdistan (PKK)"",""PKK"",""Workers' Party of Kurdistan""]","[""Partiya Karkeren Kurdistan"",""Partiya Karkerên Kurdistan"",""Partiya Karkerên Kurdistan (PKK)"",""Workers' Party of Kurdistan""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q152220,2026-07-31T19:54:58Z,2525300139,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q83687,La Cagoule,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q83687,2026-06-02T22:53:21Z,2501238674,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q131134555,Lakurawa,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q131134555,2025-09-07T23:02:45Z,2401938748,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2746169,Lashkar-e-Jhangvi,"[""Lashkar i Jhangvi""]","[""Lashkar i Jhangvi""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2746169,2025-11-13T16:19:31Z,2429133093,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q736955,Lashkar-e-Taiba,"[""Lashkar-e-Tayyiba"",""Lashkar-e-Toiba"",""Lashkar-i-Tayyeba"",""LeT""]","[""Lashkar-e-Tayyiba"",""Lashkar-e-Toiba"",""Lashkar-i-Tayyeba""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q736955,2026-03-12T03:53:00Z,2471375309,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q10514653,League of Blood,"[""Blood-Pledge Corps"",""Ketsumeidan""]","[""Blood-Pledge Corps"",""Ketsumeidan""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q10514653,2025-03-23T16:14:04Z,2329372480,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3080278,Lebanese Armed Revolutionary Factions,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3080278,2025-07-26T00:58:56Z,2384386664,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q293332,Lehi,"[""Lohamei Cherut Israel"",""National Military Organization in Israel"",""Stern Gang""]","[""Lohamei Cherut Israel"",""National Military Organization in Israel"",""Stern Gang""]",False,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q293332,2026-08-12T15:16:15Z,2530462381,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q105341801,Lewaa al-Thawra,"[""The Banner of the Revolution""]","[""The Banner of the Revolution""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q105341801,2025-11-13T13:52:00Z,2429092401,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q16202103,Libertadores del Vichada,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q16202103,2025-12-10T22:45:35Z,2440612166,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1112923,Libyan Islamic Fighting Group,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1112923,2026-07-09T13:36:48Z,2515535415,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q108462,Lord's Resistance Army,"[""Lord's Resistance Movement"",""LRA""]","[""Lord's Resistance Movement""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q108462,2026-07-17T23:32:51Z,2518920552,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1870572,Los Solidarios,"[""Crisol""]","[""Crisol""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1870572,2026-01-08T18:00:27Z,2452905206,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2253781,Loups noirs (Group),[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2253781,2025-07-15T22:34:51Z,2380239630,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q20725919,Macina Liberation Front,"[""MLF""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q20725919,2026-05-15T21:38:46Z,2492242484,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1411386,Maktab al-Khidamat,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1411386,2025-12-05T12:42:55Z,2438329006,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q135218874,Maniacs Murder Cult,"[""Maniacs: Cult of Killing"",""MKU"",""MKY"",""MMC""]","[""Maniacs: Cult of Killing""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q135218874,2026-01-30T00:13:13Z,2459107437,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q37666155,Mapuche Ancestral Resistance,"[""terrorist organization""]","[""terrorist organization""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q37666155,2025-05-02T17:59:26Z,2344036091,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q24910076,Maute group,"[""Dawlah Islamiya"",""IS Ranao"",""Islamic State of Lanao""]","[""Dawlah Islamiya"",""IS Ranao"",""Islamic State of Lanao""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q24910076,2025-10-23T01:22:57Z,2420620301,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q104062030,Militarized Communist Party of Peru,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q104062030,2026-07-24T12:03:52Z,2522079088,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2357272,Moroccan Islamic Combatant Group,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2357272,2025-11-13T16:34:25Z,2429137086,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6925410,Mountain Village Operation Unit,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6925410,2025-03-07T11:48:57Z,2321194140,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q24937627,Movimiento Juvenil Lautaro,"[""FRPL"",""Fuerzas Rebeldes y Populares Lautaro"",""Lautaro"",""MAPU Lautaro"",""MJL""]","[""Fuerzas Rebeldes y Populares Lautaro"",""Lautaro"",""MAPU Lautaro""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q24937627,2025-10-06T17:41:39Z,2413364762,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17011627,Muhajirin wa-Ansar Alliance,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17011627,2025-01-07T03:15:15Z,2295717731,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6933311,Mujahideen Shura Council in the Environs of Jerusalem,"[""Mujahideen Shura Council"",""Mujahideen Shura Council of Jerusalem"",""Mujahidin Shura Council in the Environs of Jerusalem""]","[""Mujahideen Shura Council"",""Mujahideen Shura Council of Jerusalem"",""Mujahidin Shura Council in the Environs of Jerusalem""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6933311,2024-03-20T00:50:49Z,2106381256,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q4214446,Muslim society No3,"[""Karachay Jamaat"",""Karachay-Cherkes Jamaat"",""Qarachay Jamaat""]","[""Karachay Jamaat"",""Karachay-Cherkes Jamaat"",""Qarachay Jamaat""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q4214446,2025-11-29T00:54:44Z,2435379529,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q138127239,Nakhsa,"[""Nekhsa""]","[""Nekhsa""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q138127239,2026-03-03T21:02:20Z,2469125035,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1536384,National Council of Resistance of Iran,"[""CNRI-BXL"",""National Council of Resistance"",""NCR"",""NCR-I"",""NCRI""]","[""CNRI-BXL"",""National Council of Resistance"",""NCR-I""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1536384,2026-06-22T04:53:08Z,2509041619,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q54555433,National Front for Liberation,"[""Jabha al-Wataniya li Tahrir"",""Jabhat al-Wataniya lil-Tahrir""]","[""Jabha al-Wataniya li Tahrir"",""Jabhat al-Wataniya lil-Tahrir""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q54555433,2026-04-29T14:27:55Z,2485597982,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1138646,National Liberation Front of Corsica,"[""FLNC"",""Fronte di liberazione naziunale corsu"",""Fronte di liberazione naziunale di a Corsica""]","[""Fronte di liberazione naziunale corsu"",""Fronte di liberazione naziunale di a Corsica""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1138646,2026-08-08T09:01:32Z,2528724167,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q20645481,National Liberation Front of Provence,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q20645481,2026-08-08T09:04:30Z,2528724903,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q11789696,National Military Union,[],[],True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q11789696,2025-03-13T03:38:50Z,2323896177,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q114024634,National Socialism / White Power,"[""NS/WP"",""Sparrows Crew""]","[""NS/WP"",""Sparrows Crew""]",True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q114024634,2026-02-03T05:24:26Z,2460245452,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
